FID;name;country;sitename;latitude;longitude;collector;collectiondate;CS_number;ID_POP;ID_IMP;Accuracy;
5678;UKNW99-025;UK;Keswick;54.6;-3.1;Eric Holub;5/30/1999 0:00;;RgMap;IMP;0.972876411;
5708;UKID1;UK;Aberfeldy;56.8;-3.9;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.972357928;
5709;UKID2;UK;Acorn Bank;54.6;-2.6;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.968472959;
5710;UKID3;UK;Ambleside;54.4;-3;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.943897056;
5711;Asp-1;UK;Aspatria;54.8;-3.3;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.965098256;
5712;UKID5;UK;Bangor;53.2;-4.1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.992481086;
5713;Bea-1;UK;Bearsted;51.3;0.5;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.954978713;
5715;Bid-1;UK;Biddenden;51.1;0.6;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.942188253;
5716;UKID9;UK;Biggar;55.6;-3.5;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.962351575;
5717;Bra-1;UK;Braithwaite;54.6;-3.2;Eric Holub;01/01/1992 00:00;CS79007;RgMap;REF;0.997883164;
5718;UKID11;UK;Braemar;57;-3.4;Eric Holub;01/01/1992 00:00;CS79008;1001G;REF;0.998022202;
5719;Bur-0;IRL;Bur;54.1;-6.2;D. Ratcliffe;01/01/1958 00:00;;RgMap;IMP;0.946759665;
5720;Cal-2;UK;Cal;53.3;-1.6;D. Ratcliffe;01/01/1954 00:00;CS78781;RgMap;REF;0.990518549;
5721;UKID14;UK;Cambo;55.2;-2;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.950483978;
5722;UKID15;UK;Chilham (BR Station);51.2;1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.959821233;
5723;Chr-1;UK;Chartham;51.3;1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.966573376;
5724;UKID17;UK;Chiselhurst;51.4;0.1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.971503527;
5726;Cnt-1;UK;Canterbury (Sullivan garden);51.3;1.1;Eric Holub;01/01/1992 00:00;CS78782;1001G;REF;0.996026568;
5727;UKID20;UK;Canterbury (UKC);51.3;1.1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.969461545;
5728;UKID21;UK;Cnt;51.3;1.1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.950975076;
5729;Coc-1;UK;Cockermouth;54.7;-3.4;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.956269443;
5730;UKID23;UK;Cragside;55.3;-1.8;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.971403117;
5731;Crl-1;UK;Carlisle;54.9;-2.9;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.969199565;
5732;UKID25;UK;Carlisle;54.9;-2.9;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.963810264;
5733;Cul-1;UK;Culgaith;54.7;-2.6;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.941588529;
5735;UKID28;UK;Dunich Heath;52.3;-1.7;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.955635945;
5736;Ema-1;UK;Ema;51.3;0.5;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.958016584;
5737;UKID32;UK;Emmetts Garden;51.3;0.1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.947636887;
5738;UKID33;UK;Fountains Abbey;54.1;-1.6;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.970817085;
5739;UKID34;UK;Farnham;52.2;1.4;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.960173582;
5740;UKID35;UK;Faversham;51.3;0.9;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.965166718;
5741;For-2;UK;Fortingall;56.6;-4.1;D. Ratcliffe;01/01/1959 00:00;CS78783;RgMap;REF;0.984499749;
5742;Frd-1;UK;Fordwich;51.3;1.1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.947121142;
5744;UKID39;UK;Hawick;55.4;-2.8;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.959121099;
5745;Hil-1;UK;Hillier Arboretum;51;-1.5;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.969073595;
5746;Igt-1;UK;Igtham;51.3;0.3;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.95072405;
5748;Kil-0;UK;Killearn;56;-4.4;D. Ratcliffe;01/01/1959 00:00;CS78784;1001G;REF;0.990581308;
5749;Ksk-1;UK;Keswick;54.6;-3.1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.968207327;
5750;Ksk-2;UK;Keswick;54.6;-3.1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.954554251;
5751;Kyl-1;UK;Kyle of Localsh;57.3;-5.7;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.937332041;
5752;Lan-1;UK;Lanark;55.7;-3.8;D. Ratcliffe;01/01/1959 00:00;;RgMap;IMP;0.959404986;
5753;UKID48;UK;Lazonby;54.7;-2.7;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.961169471;
5755;Lha-1;UK;Lower Harbleown;51.3;1.1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.943297332;
5756;UKID51;UK;Little Welnethham;52.2;0.8;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.960650988;
5757;Mc-1;UK;Mickell’s Fell;54.6;-2.3;D. Ratcliffe;01/01/1960 00:00;CS78785;1001G;REF;0.988296134;
5758;UKID53;UK;Mithian St. Agnes;50.3;-5.2;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.964817107;
5759;UKID54;UK;Norwich;52.6;1.3;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.950335188;
5760;UKID55;UK;Nottingham;53;-1.1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.965446041;
5762;UKID58;UK;Paddock Wood;55.6;-3.2;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.948963217;
5763;UKID57;UK;Peebles;51.2;0.4;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.949634141;
5767;Poo-1;UK;Pooley Bridge;54.6;-2.8;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.963292695;
5768;UKID63;UK;Ripon;54.1;-1.5;Eric Holub;01/01/1992 00:00;CS78786;1001G;REF;0.985969237;
5769;UKID64;UK;Rough Common;51.3;1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.963089135;
5770;UKID65;UK;Rothbury;55.3;-1.9;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.954216507;
5772;Set-1;UK;Settle;54.1;-2.3;D. Ratcliffe;01/01/1955 00:00;CS78787;RgMap;REF;0.985221055;
5774;Sis-1;UK;Sissinghurst garden;51.1;0.6;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.944671129;
5776;UKID71;UK;Stanton-by-Dale;52.9;-1.3;Eric Holub;01/01/1992 00:00;CS79009;1001G;REF;0.997900834;
5777;UKID72;UK;Smarden;51.1;0.7;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.962952212;
5779;UKID74;UK;Taunton;51;-3.1;Eric Holub;01/01/1992 00:00;CS78789;1001G;REF;0.984642053;
5780;UKID75;UK;Southwell Minster;53.1;-1;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.969806591;
5781;UKID76;UK;Sizergh castle;54.3;-2.8;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.960175408;
5782;Su-1;UK;Southport;53.7;-3;D. Ratcliffe;01/01/1955 00:00;;RgMap;IMP;0.945620463;
5784;Ty-1;UK;Taynuilt;56.4;-5.2;D. Ratcliffe;01/01/1961 00:00;CS78790;RgMap;REF;0.973902887;
5785;UKID80;UK;Unthank;54.7;-2.9;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.946535111;
5787;UKID82;UK;Wigton;54.8;-3.2;Eric Holub;01/01/1994 00:00;;RgMap;IMP;0.949357556;
5788;UKID83;UK;Wimbourne Minster;50.8;-2;Eric Holub;01/01/1994 00:00;;RgMap;IMP;0.964094152;
5789;Wis-1;UK;Wisley Garden;51.3;-0.5;Eric Holub;01/01/1994 00:00;;RgMap;IMP;0.964125188;
5792;UKID87;UK;Bognor Regis;50.8;-0.7;Eric Holub;01/01/1994 00:00;;RgMap;IMP;0.971521784;
5793;UKID88;UK;Leeds Castle;51.3;0.6;Eric Holub;01/01/1994 00:00;;RgMap;IMP;0.956284961;
5795;UKID90;UK;Bakewell House;53.2;-1.7;Eric Holub;01/01/1994 00:00;;RgMap;IMP;0.958639129;
5798;UKID93;UK;Ruthin;53.1;-3.3;Eric Holub;01/01/1994 00:00;CS79010;RgMap;REF;0.996636919;
5799;UKID95;UK;Firth of Forth bridge;56;-3.4;Eric Holub;01/01/1994 00:00;;RgMap;IMP;0.96375367;
5800;UKID96;UK;Lochcarron (Barlow);57.4;-5.5;Eric Holub;01/01/1995 00:00;CS78791;1001G;REF;0.985457016;
5802;UKID98;UK;Kenilworth;52.3;-1.6;Eric Holub;01/01/1995 00:00;;RgMap;IMP;0.966862741;
5803;UKID99;UK;Saundersfoot;51.7;-4.7;Eric Holub;01/01/1994 00:00;;RgMap;IMP;0.946371716;
5804;UKID100;UK;Portsmouth (Gunn);50.8;-1.1;Eric Holub;01/01/1995 00:00;;RgMap;IMP;0.96798186;
5805;UKID101;UK;Hardwick Hall;53.2;-1.4;Eric Holub;01/01/1995 00:00;;RgMap;IMP;0.960265777;
5807;UKID103;UK;Whipsnade Zoo;51.8;-0.5;Eric Holub;01/01/1995 00:00;;RgMap;IMP;0.969445114;
5811;UKID107;UK;Chirk;52.9;-3.1;Eric Holub;01/01/1995 00:00;CS78778;1001G;REF;0.986030697;
5812;UKID108;UK;Malvern Hill summit (north end);52.1;-2.3;Eric Holub;01/01/1995 00:00;;RgMap;IMP;0.962805248;
5813;UKID109;UK;Ledbury;52;-2.4;Eric Holub;01/01/1995 00:00;;RgMap;IMP;0.960050351;
5816;UKID112;UK;Batsford (Cotswold Raptor Centre);52;-1.7;Eric Holub;01/01/1995 00:00;;RgMap;IMP;0.939049972;
5817;UKID113;UK;Warwick (castle mound);52.3;-1.5;Eric Holub;01/01/1995 00:00;;RgMap;IMP;0.960830814;
5819;Edi-1;UK;Edinburgh-1;55.9;-3.2;Royal Botanic Garden Edinburgh;01/01/1980 00:00;;RgMap;IMP;0.972447385;
5820;Edi-2;UK;Edinburgh-2;559.681;-321.833;Eric Holub;01/01/1992 00:00;;RgMap;IMP;0.935850531;
5821;UKID115;UK;Ardtoe;567.333;-598.333;Eric Holub;01/01/1995 00:00;;RgMap;IMP;0.945928997;
5822;UKID116;UK;Ardtoe;567.333;-598.333;Eric Holub;01/01/1995 00:00;CS78780;1001G;REF;0.977365185;
5826;UKID120;UK;Ardtoe;567.333;-598.333;Eric Holub;01/01/1995 00:00;;RgMap;IMP;0.969063554;
5829;Ale1-2;SWE;Ale1;5.538.383;1.406.125;Magnus Nordborg;06/01/2000 00:00;;RgMap;IMP;0.932939542;
5830;App1-12;SWE;App1;563.333;159.667;Magnus Nordborg;6/13/2000 0:00;CS76667;RgMap;REF;0.982377874;
5831;App1-14;SWE;App1;563.333;159.667;Magnus Nordborg;6/13/2000 0:00;CS76668;RgMap;REF;0.986970238;
5832;App1-16;SWE;App1;563.333;159.667;Magnus Nordborg;6/13/2000 0:00;CS76669;RgMap;REF;0.987353853;
5835;Bil-3;SWE;Bil;63.324;18.484;Magnus Nordborg;6/25/2000 0:00;;RgMap;IMP;0.986386175;
5836;Boo2-3;SWE;Boo2;55.86;13.51;Magnus Nordborg;5/14/2000 0:00;CS77906;RgMap;REF;0.994684393;
5837;Bor-1;CZE;Bor;494.013;162.326;Jirina Relichov;5/31/2000 0:00;CS76453;RgMap;REF;0.979997773;
5838;Bor-2;CZE;Bor;494.013;162.326;Jirina Relichov;5/31/2000 0:00;;RgMap;IMP;0.954603543;
5841;Bor-9;CZE;Bor;494.013;162.326;Jirina Relichov;5/31/2000 0:00;;RgMap;IMP;0.952965028;
5846;Bor-15;CZE;Bor;494.013;162.326;Jirina Relichov;5/31/2000 0:00;;RgMap;IMP;0.959104668;
5848;Bor-17;CZE;Bor;494.013;162.326;Jirina Relichov;5/31/2000 0:00;;RgMap;IMP;0.91956944;
5856;Dör-10;SWE;Dör;630.167;174.914;Magnus Nordborg;6/25/2000 0:00;CS76806;RgMap;REF;0.994640559;
5860;Dra-3;SWE;Dravla;626.814;180.165;Magnus Nordborg;6/25/2000 0:00;CS77913;RgMap;REF;0.995134306;
5865;Dra1-4;SWE;Dra1;55.76;14.12;Magnus Nordborg;06/01/2000 00:00;CS76809;RgMap;REF;0.991817277;
5867;Dra2-1;SWE;Dra2;55.76;14.12;Magnus Nordborg;06/01/2000 00:00;CS76810;RgMap;REF;0.991673182;
5870;Dra3-9;SWE;Dra3;55.76;14.12;Magnus Nordborg;06/01/2000 00:00;;RgMap;IMP;0.9703269;
5871;DraII-2;CZE;DraII;494.112;162.815;Jirina Relichov;5/31/2000 0:00;;RgMap;IMP;0.959492617;
5872;DraII-3;CZE;DraII;494.112;162.815;Jirina Relichov;5/31/2000 0:00;;RgMap;IMP;0.96563956;
5873;DraII-4;CZE;DraII;494.112;162.815;Jirina Relichov;5/31/2000 0:00;;RgMap;IMP;0.960978691;
5874;DraII-6;CZE;DraII;494.112;162.815;Jirina Relichov;5/31/2000 0:00;CS76814;RgMap;REF;0.983892655;
5875;DraII-7;CZE;DraII;494.112;162.815;Jirina Relichov;5/31/2000 0:00;;RgMap;IMP;0.96189699;
5878;DraII-17;CZE;DraII;494.112;162.815;Jirina Relichov;5/31/2000 0:00;;RgMap;IMP;0.954926682;
5883;DraIII-17;CZE;DraIII;494.112;162.815;Jirina Relichov;5/31/2000 0:00;;RgMap;IMP;0.960569747;
5884;DraIV 1-1;CZE;DraIV 1;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.95471582;
5887;DraIV 1-5;CZE;DraIV 1;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.940191912;
5888;DraIV 1-6;CZE;DraIV 1;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.960236567;
5890;DraIV 1-8;CZE;DraIV 1;494.112;162.815;Jirina Relichov;01/01/2004 00:00;CS76817;1001G;REF;0.982281135;
5891;DraIV 1-9;CZE;DraIV 1;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.95183678;
5893;DraIV 1-11;CZE;DraIV 1;494.112;162.815;Jirina Relichov;01/01/2004 00:00;CS76816;RgMap;REF;0.981791584;
5894;DraIV 1-12;CZE;DraIV 1;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.955360273;
5895;DraIV 1-13;CZE;DraIV 1;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.959944464;
5896;DraIV 1-14;CZE;DraIV 1;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.957020695;
5898;DraIV 1-16;CZE;DraIV 1;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.955409565;
5899;DraIV 2-1;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.940765164;
5900;DraIV 2-2;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.962955863;
5901;DraIV 2-3;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.962235647;
5902;DraIV 2-4;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.940443851;
5904;DraIV 2-6;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.965961786;
5905;DraIV 2-7;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.960427347;
5906;DraIV 2-8;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.959985541;
5907;DraIV 2-9;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;CS76818;1001G;REF;0.986851736;
5908;DraIV 2-10;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.941554755;
5910;DraIV 2-12;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.964546912;
5911;DraIV 2-13;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.964057639;
5913;DraIV 2-16;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.963034366;
5914;DraIV 2-17;CZE;DraIV 2;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.921505535;
5915;DraIV 3-1;CZE;DraIV 3;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.966212812;
5916;DraIV 3-2;CZE;DraIV 3;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.966047591;
5919;DraIV 3-5;CZE;DraIV 3;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.957497189;
5920;DraIV 3-6;CZE;DraIV 3;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.963490777;
5921;DraIV 3-7;CZE;DraIV 3;494.112;162.815;Jirina Relichov;01/01/2004 00:00;CS76819;RgMap;REF;0.980547587;
5922;DraIV 3-8;CZE;DraIV 3;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.960933963;
5923;DraIV 3-9;CZE;DraIV 3;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.961853174;
5924;DraIV 3-10;CZE;DraIV 3;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.947247112;
5926;DraIV 3-12;CZE;DraIV 3;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.904187479;
5927;DraIV 3-13;CZE;DraIV 3;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.959715346;
5932;DraIV 4-1;CZE;DraIV 4;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.953528239;
5933;DraIV 4-2;CZE;DraIV 4;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.945451591;
5934;DraIV 4-3;CZE;DraIV 4;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.963647782;
5935;DraIV 4-5;CZE;DraIV 4;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.950524142;
5938;DraIV 4-8;CZE;DraIV 4;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.970392623;
5939;DraIV 4-9;CZE;DraIV 4;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.962374396;
5940;DraIV 5-1;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.959706217;
5942;DraIV 5-3;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.965009712;
5943;DraIV 5-4;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.955687976;
5945;DraIV 5-7;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.943923527;
5946;DraIV 5-8;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.957959989;
5948;DraIV 5-10;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.952576166;
5950;DraIV 5-12;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;CS76820;1001G;REF;0.982914152;
5953;DraIV 5-16;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.950896574;
5955;DraIV 5-18;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.955273554;
5956;DraIV 5-19;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.95889198;
5959;DraIV 5-22;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.956431925;
5961;DraIV 5-24;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.95704808;
5963;DraIV 5-27;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.947300055;
5966;DraIV 5-30;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.944345251;
5968;DraIV 5-32;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.962814376;
5969;DraIV 5-33;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.95154559;
5970;DraIV 5-35;CZE;DraIV 5;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.916525179;
5972;DraIV 6-1;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.947070937;
5975;DraIV 6-4;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.865298529;
5979;DraIV 6-8;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.953132987;
5982;DraIV 6-11;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.961161255;
5983;DraIV 6-12;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.963437833;
5984;DraIV 6-13;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;CS76822;RgMap;REF;0.982647632;
5987;DraIV 6-16;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.945472586;
5988;DraIV 6-17;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.962598037;
5990;DraIV 6-19;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.96902978;
5991;DraIV 6-20;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.916638369;
5992;DraIV 6-21;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.961541902;
5993;DraIV 6-22;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;CS76823;RgMap;REF;0.984776018;
5994;DraIV 6-24;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.956066797;
5996;DraIV 6-26;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.962618119;
5997;DraIV 6-27;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.956858213;
5998;DraIV 6-28;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.911786721;
5999;DraIV 6-29;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.966358863;
6;ALL1-7;FRA;ALL1;452.667;148.333;Valerie Le Corre;;;RgMap;IMP;0.893291124;
60;CAM-56;FRA;CAM;482.667;-458.333;Valerie Le Corre;;;RgMap;IMP;0.956231105;
6003;DraIV 6-33;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.966625407;
6004;DraIV 6-34;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.882455929;
6005;DraIV 6-35;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.96104624;
6007;DraIV 6-37;CZE;DraIV 6;494.112;162.815;Jirina Relichov;01/01/2004 00:00;;RgMap;IMP;0.950179096;
6008;Duk;CZE;Duk;49.1;16.2;Jirina Relichov;5/31/2000 0:00;CS76824;RgMap;REF;0.984080477;
6009;Eden-1;SWE;Eden;62.877;18.177;Magnus Nordborg;6/25/2000 0:00;CS76826;RgMap;REF;0.996001842;
6010;Eden-5;SWE;Eden;62.877;18.177;Magnus Nordborg;6/25/2000 0:00;CS78000;RgMap;REF;0.994669654;
6011;Eden-6;SWE;Eden;62.877;18.177;Magnus Nordborg;6/25/2000 0:00;CS76828;RgMap;REF;0.995549288;
6012;Eden-7;SWE;Eden;62.877;18.177;Magnus Nordborg;6/25/2000 0:00;CS76829;RgMap;REF;0.99485547;
6013;Eden-9;SWE;Eden;62.877;18.177;Magnus Nordborg;6/25/2000 0:00;CS76830;RgMap;REF;0.995068434;
6016;Eds-1;SWE;Eds;62.9;18.4;Magnus Nordborg;6/25/2000 0:00;CS76834;RgMap;REF;0.995417853;
6017;Eds-9;SWE;Eds;62.9;18.4;Magnus Nordborg;6/25/2000 0:00;CS76835;RgMap;REF;0.994705163;
6019;Fjä1-2;SWE;Fjä1;56.06;14.29;Magnus Nordborg;5/14/2000 0:00;CS76860;RgMap;REF;0.986053549;
6020;Fjä1-5;SWE;Fjä1;56.06;14.29;Magnus Nordborg;5/14/2000 0:00;CS76861;RgMap;REF;0.988188887;
6021;Fjä2-4;SWE;Fjä2;56.06;14.29;Magnus Nordborg;5/14/2000 0:00;CS76862;RgMap;REF;0.992301897;
6022;Fjä2-6;SWE;Fjä2;56.06;14.29;Magnus Nordborg;5/14/2000 0:00;CS78009;RgMap;REF;0.991709061;
6023;Fly2-1;SWE;Fly2;557.509;133.712;Magnus Nordborg;06/01/1998 00:00;CS76863;RgMap;REF;0.995146889;
6024;Fly2-2;SWE;Fly2;557.509;133.712;Magnus Nordborg;5/16/1999 0:00;CS76864;RgMap;REF;0.995928283;
6025;Gro-3;SWE;Gro;626.437;177.339;Magnus Nordborg;6/25/2000 0:00;CS76889;RgMap;REF;0.99606036;
6030;Grön-5;SWE;Grön;62.806;181.896;Magnus Nordborg;6/25/2000 0:00;CS76893;RgMap;REF;0.993131591;
6034;Hov1-7;SWE;Hov1;56.1;13.74;Magnus Nordborg;05/12/2000 00:00;CS76932;RgMap;REF;0.994710101;
6035;Hov1-10;SWE;Hov1;56.1;13.74;Magnus Nordborg;05/12/2000 00:00;CS76931;RgMap;REF;0.994962459;
6036;Hov3-2;SWE;Hov3;56.1;13.74;Magnus Nordborg;05/12/2000 00:00;CS76934;RgMap;REF;0.993237204;
6038;Hov3-5;SWE;Hov3;56.1;13.74;Magnus Nordborg;05/12/2000 00:00;CS76935;RgMap;REF;0.992222543;
6039;Hovdala-2;SWE;Hovdala;56.1;13.74;Torbjorn Sall;01/01/1999 00:00;CS76937;RgMap;REF;0.979726881;
6040;Kni-1;SWE;Kni1;55.66;13.4;Magnus Nordborg;06/05/2001 00:00;CS76970;RgMap;REF;0.994744586;
6041;Lis-3;SWE;Lis;560.328;14.775;Magnus Nordborg;6/13/2000 0:00;CS77044;RgMap;REF;0.98563618;
