FID;name;country;sitename;latitude;longitude;collector;collectiondate;CS_number;ID_POP;ID_IMP;Accuracy;
9355;Eden 16;SWE;Eden;628.762;181.746;Alison Anastasio;;;RgMap;IMP;0.93125995;
9356;Eden 17;SWE;Eden;628.762;181.746;Alison Anastasio;;CS78645;RgMap;IMP;0.912695892;
936;FOR-5;USA;FOR;423.853;-711.173;Kathleen Donohue;06/01/2002 00:00;;RgMap;IMP;0.919325717;
9363;EdJ 2;SWE;Edsättersjön;629.147;184.045;Alison Anastasio;;CS76833;RgMap;REF;0.995906106;
9367;EkN 3;SWE;Eksjöholm-Norra;576.787;149.981;Alison Anastasio;;;RgMap;IMP;0.961329215;
9369;EkS 2;SWE;Eksjöholm-Sud;576.781;149.986;Alison Anastasio;;CS76837;RgMap;REF;0.988888948;
9370;EkS 3;SWE;Eksjöholm-Sud;576.781;149.986;Alison Anastasio;;CS79035;1001G;REF;0.984206728;
9371;FäL 1;SWE;Fäberget-Lower;63.016;183.175;Alison Anastasio;;CS76852;RgMap;REF;0.995892345;
9378;FäU 4;SWE;Fäberget-Upper;630.165;183.174;Alison Anastasio;;;RgMap;IMP;0.964454717;
9380;FlyA 3;SWE;Flyinge;557.488;133.742;Alison Anastasio;;CS76865;RgMap;REF;0.995985696;
9381;Fri 1;SWE;Frisaboda;558.106;142.091;Alison Anastasio;;CS76868;RgMap;REF;0.991123437;
9382;Fri 2;SWE;Frisaboda;558.106;142.091;Alison Anastasio;;CS76869;RgMap;REF;0.988229086;
9383;Fri 3;SWE;Frisaboda;558.106;142.091;Alison Anastasio;;CS76870;RgMap;REF;0.990578288;
9384;Frö 1;SWE;Fröreda Storegård;574.104;155.743;Alison Anastasio;;;RgMap;IMP;0.942715864;
9385;Frö 3;SWE;Fröreda Storegård;574.104;155.743;Alison Anastasio;;;RgMap;IMP;0.927535637;
9386;Grön 12;SWE;Grönsvik;62.806;181.896;Alison Anastasio;;CS76891;RgMap;REF;0.995433354;
9388;Grön 14;SWE;Grönsvik;62.806;181.896;Alison Anastasio;;CS76892;RgMap;REF;0.993339363;
9390;Hadd-1;SWE;Haddetorp;573.263;158.979;Alison Anastasio;;CS78659;RgMap;REF;0.992026244;
9391;Hadd-2;SWE;Haddetorp;573.263;158.979;Alison Anastasio;;CS76905;RgMap;REF;0.98906263;
9392;Hadd-3;SWE;Haddetorp;573.263;158.979;Alison Anastasio;;CS76906;RgMap;REF;0.9916998;
9394;Hag-2;SWE;Haga Park;565.804;164.063;Alison Anastasio;;CS76907;1001G;REF;0.983961051;
9395;Hal-1;SWE;Hallamåla;575.089;150.105;Alison Anastasio;;CS76908;1001G;REF;0.986130791;
9399;Hamm-1;SWE;Hammar;554.234;139.905;Alison Anastasio;;CS76910;RgMap;REF;0.985237094;
94;LAC-3;FRA;LAC;47.7;681.667;Valerie Le Corre;;;RgMap;IMP;0.959841315;
9402;Hel-3;SWE;Helgarp;578.765;148.549;Alison Anastasio;;CS76918;RgMap;REF;0.980078892;
9404;HolA-1 1;SWE;Holmby;557.491;13.399;Alison Anastasio;;CS76926;RgMap;REF;0.993638673;
9405;HolA-1 2;SWE;Holmby;557.491;13.399;Alison Anastasio;;CS76927;RgMap;REF;0.996405488;
9407;HolA-2 2;SWE;Holmby;557.491;13.399;Alison Anastasio;;CS76928;RgMap;REF;0.995809217;
9408;Kal 1;SWE;Kalvaboda;56.047;139.519;Alison Anastasio;;CS76959;RgMap;REF;0.989165116;
9409;Kia 1;SWE;Kiaby;560.573;14.302;Alison Anastasio;;CS76968;RgMap;REF;0.990197711;
9410;Kor 1;SWE;Korsvägen;572.746;161.494;Alison Anastasio;;;RgMap;IMP;0.935628715;
9411;Kor 2;SWE;Korsvägen;572.746;161.494;Alison Anastasio;;;RgMap;IMP;0.962636376;
9412;Kor 3;SWE;Korsvägen;572.746;161.494;Alison Anastasio;;CS76981;RgMap;REF;0.990271329;
9413;Kor 4;SWE;Korsvägen;572.746;161.494;Alison Anastasio;;CS76982;RgMap;REF;0.990395124;
9416;Kru-3;SWE;Krusmyntagården;577.215;183.837;Alison Anastasio;;CS76986;RgMap;REF;0.985602216;
9418;Kva 2;SWE;Kvarnåkershamn;572.164;18.154;Alison Anastasio;;;RgMap;IMP;0.952043078;
9419;Lag 1;SWE;Lagnebrunne;581.834;150.062;Alison Anastasio;;;RgMap;IMP;0.956272182;
9421;Lan 1;SWE;Landön;559.745;143.997;Alison Anastasio;;CS77009;RgMap;REF;0.989463883;
9427;Näs 2;SWE;Näsänget;628.815;184.055;Alison Anastasio;;CS77122;RgMap;REF;0.993789101;
9433;Nyl 13;SWE;Nyland;629.513;182.763;Alison Anastasio;;CS77135;RgMap;REF;0.997088569;
9434;Öde 2;SWE;Öden;628.959;183.659;Alison Anastasio;;CS78679;RgMap;IMP;0.967709839;
9436;Puk-1;SWE;Pukavik Bus;561.633;146.806;Alison Anastasio;;CS77194;RgMap;REF;0.988615265;
9437;Puk-2;SWE;Pukavik Bus;561.633;146.806;Alison Anastasio;;CS77195;RgMap;REF;0.986389854;
9442;Sim-1;SWE;Simrishamn;555.678;143.398;Alison Anastasio;;CS77250;RgMap;REF;0.996331307;
9443;Sim 2;SWE;Simrishamn;555.678;143.398;Alison Anastasio;;;RgMap;IMP;0.968913852;
9446;Sim 5;SWE;Simrishamn;555.678;143.398;Alison Anastasio;;;RgMap;IMP;0.967691583;
9450;Spro 1;SWE;Sproge;572.545;182.109;Alison Anastasio;;CS77263;RgMap;REF;0.987166715;
9451;Spro 2;SWE;Sproge;572.545;182.109;Alison Anastasio;;CS77264;RgMap;REF;0.97938202;
9452;Spro 3;SWE;Sproge;572.545;182.109;Alison Anastasio;;CS77265;RgMap;REF;0.989168761;
9453;Stenk-2;SWE;Stenkyrka;578.009;185.162;Alison Anastasio;;CS77274;RgMap;REF;0.985178399;
9454;Stenk-3;SWE;Stenkyrka;578.009;185.162;Alison Anastasio;;CS77275;RgMap;REF;0.98515917;
9455;Stenk-4;SWE;Stenkyrka;578.009;185.162;Alison Anastasio;;CS77276;RgMap;REF;0.987773952;
946;CON-6;USA;CON;424.682;-714.158;Kathleen Donohue;06/01/2002 00:00;;RgMap;IMP;0.915050059;
9469;Tur 3;SWE;Turlunda;576.511;148.043;Alison Anastasio;;;RgMap;IMP;0.924383663;
9470;Tur-4;SWE;Turlunda;576.511;148.043;Alison Anastasio;;CS77399;RgMap;REF;0.982795039;
9471;Ull-A-1;SWE;Ullstorp;560.648;139.707;Alison Anastasio;;CS78820;RgMap;REF;0.996010668;
9472;UllA 2;SWE;Ullstorp;560.648;139.707;Alison Anastasio;;;RgMap;IMP;0.923441631;
9476;VårA 1;SWE;Vårhallarna;555.796;143.336;Alison Anastasio;;CS78832;RgMap;REF;0.996959631;
9481;Yst-1;SWE;Ystad;554.242;138.484;Alison Anastasio;;CS78869;RgMap;REF;0.987888625;
9482;Yst 2;SWE;Ystad;554.242;138.484;Alison Anastasio;;;RgMap;IMP;0.9389879;
9490;02B6;UK;02 University of Edinburgh King's Buildings Campus;559.218;-317.108;N. of Swann Blg;;;RgMap;IMP;0.930144481;
9496;09A3;UK;09 University of Edinburgh King's Buildings Campus;559.212;-317.857;Andrew Hudson;;;RgMap;IMP;0.914378222;
9499;13B5;UK;13 Straiton;558.858;-316.015;Andrew Hudson;;;RgMap;IMP;0.934321554;
9503;11C1;UK;11 Hillend;558.877;-321.072;Andrew Hudson;;CS76640;1001G;REF;0.986725958;
9504;12A1;UK;12 Liberton;558.877;-316.377;Andrew Hudson;;;RgMap;IMP;0.923057333;
9506;IP-Alo-0;POR;;40.11;-7.47;Carlos Alonso-Blanco;00/01/2007;CS76662;1001G;REF;0.97744135;
9507;IP-Coa-0;POR;;38.45;-7.5;Carlos Alonso-Blanco;00/01/2005;CS76775;1001G;REF;0.970964975;
9508;IP-Mos-1;POR;;40.04;-7.11;Carlos Alonso-Blanco;00/01/2007;CS77108;1001G;REF;0.970572846;
9509;IP-Reg-0;POR;;39.29;-7.4;Carlos Alonso-Blanco;00/01/2005;CS77207;1001G;REF;0.979060213;
9510;IP-Rei-0;POR;;38.75;-7.59;Carlos Alonso-Blanco;00/01/2005;CS77208;1001G;REF;0.98305842;
9511;IP-Vav-0;POR;;38.53;-8.02;Carlos Alonso-Blanco;00/01/2005;CS78835;1001G;REF;0.986794444;
9512;IP-Vid-1;POR;;38.22;-7.84;Carlos Alonso-Blanco;00/01/2005;CS78842;1001G;REF;0.985990566;
9513;IP-Adc-5;ESP;;38.77;-4.07;Carlos Alonso-Blanco;00/01/2003;CS76646;1001G;REF;0.977406764;
9514;IP-Adm-0;ESP;;39.15;-4.54;Carlos Alonso-Blanco;00/01/2003;CS76647;1001G;REF;0.986603027;
9515;IP-Ala-0;ESP;;39.72;-6.89;Carlos Alonso-Blanco;00/01/2007;CS76650;1001G;REF;0.988195598;
9517;IP-All-0;ESP;;42.19;-7.8;Carlos Alonso-Blanco;00/01/2007;CS76659;1001G;REF;0.975282349;
9518;IP-Alm-0;ESP;;39.88;-0.36;Carlos Alonso-Blanco;12/31/2004 0:00;CS76660;1001G;REF;0.973820189;
9519;IP-Ang-0;ESP;;41.94;2.64;Xavier Picó;00/01/2005;CS78886;1001G;REF;0.975764744;
9520;IP-Ara-4;ESP;;41.7;-3.68;Carlos Alonso-Blanco;00/01/2006;CS76670;1001G;REF;0.980180131;
9521;IP-Bar-1;ESP;;41.43;2.13;Xavier Picó;00/01/2005;CS76689;1001G;REF;0.975986461;
9522;IP-Bea-0;ESP;;36.52;-5.27;Carlos Alonso-Blanco;00/01/2004;CS76695;1001G;REF;0.983549827;
9523;IP-Ben-0;ESP;;38.37;-2.66;Carlos Alonso-Blanco;00/01/2005;CS76700;1001G;REF;0.974145274;
9524;IP-Ber-0;ESP;;42.52;-0.56;Carlos Alonso-Blanco;00/01/2005;CS78887;1001G;REF;0.979663397;
9525;IP-Bis-0;ESP;;42.49;0.54;Xavier Picó;00/01/2005;CS76711;1001G;REF;0.986221858;
9526;IP-Cab-3;ESP;;41.54;2.39;Xavier Picó;00/01/2006;CS76738;1001G;REF;0.977210995;
9527;IP-Cad-0;ESP;;40.37;-5.74;Carlos Alonso-Blanco;00/01/2002;CS76739;1001G;REF;0.977569133;
9528;IP-Cal-0;ESP;;40.94;-1.37;Carlos Alonso-Blanco;00/01/2004;CS78890;1001G;REF;0.975413478;
9529;IP-Cap-1;ESP;;36.97;-3.36;Carlos Alonso-Blanco;00/01/2006;CS76741;1001G;REF;0.977784439;
9530;IP-Car-1;ESP;;38.25;-4.32;Carlos Alonso-Blanco;00/01/2004;CS76742;1001G;REF;0.978139581;
9531;IP-Cdc-3;ESP;;41.21;-4.54;Carlos Alonso-Blanco;00/01/2004;CS76761;1001G;REF;0.985310742;
9532;IP-Cdo-0;ESP;;42.23;-4.64;Carlos Alonso-Blanco;00/01/2004;CS76762;1001G;REF;0.977787428;
9533;IP-Cem-0;ESP;;41.15;-4.32;Carlos Alonso-Blanco;12/31/2004 0:00;CS76763;1001G;REF;0.968033598;
9534;IP-Cmo-3;ESP;;40.05;-4.65;Carlos Alonso-Blanco;00/01/2005;CS76774;1001G;REF;0.986736353;
9535;IP-Coc-1;ESP;;42.31;3.19;Xavier Picó;00/01/2005;CS76776;1001G;REF;0.967789507;
9536;IP-Cor-0;ESP;;40.83;-2;Carlos Alonso-Blanco;12/31/2004 0:00;CS76782;1001G;REF;0.976071393;
9537;IP-Cum-1;ESP;;38.07;-6.66;Carlos Alonso-Blanco;00/01/2002;CS76787;1001G;REF;0.989267627;
9539;IP-Deh-1;ESP;;40.29;-6.67;Carlos Alonso-Blanco;00/01/2005;CS76793;1001G;REF;0.980268086;
9540;IP-Elb-0;ESP;;41.81;2.34;Xavier Picó;00/01/2005;CS76838;1001G;REF;0.975630097;
9541;IP-Fue-2;ESP;;38.26;-5.42;Carlos Alonso-Blanco;00/01/2003;CS76871;1001G;REF;0.986107504;
9542;IP-Fun-0;ESP;;40.79;-4.05;Carlos Alonso-Blanco;12/31/2005 0:00;CS76872;1001G;REF;0.959573363;
9543;IP-Gra-0;ESP;;36.77;-5.39;Xavier Picó;12/31/2005 0:00;CS76886;1001G;REF;0.955096448;
9544;IP-Gua-1;ESP;;39.4;-5.33;Carlos Alonso-Blanco;00/01/2005;CS76894;1001G;REF;0.986671924;
9545;IP-Her-12;ESP;;39.4;-5.78;Carlos Alonso-Blanco;12/31/2004 0:00;CS76920;1001G;REF;0.967050759;
9546;IP-Hom-4;ESP;;40.82;-1.68;Carlos Alonso-Blanco;00/01/2006;CS76929;1001G;REF;0.98277455;
9547;IP-Hor-0;ESP;;41.67;2.62;Xavier Picó;00/01/2005;CS76930;1001G;REF;0.978501004;
9548;IP-Hoy-0;ESP;;40.4;-5;Carlos Alonso-Blanco;00/01/2004;CS76939;1001G;REF;0.979492677;
9549;IP-Hum-2;ESP;;42.23;-3.69;Carlos Alonso-Blanco;12/31/2006 0:00;CS76943;1001G;REF;0.96489349;
9550;IP-Iso-4;ESP;;43.05;-5.37;Carlos Alonso-Blanco;12/31/2006 0:00;CS76946;1001G;REF;0.949760729;
9551;IP-Jim-1;ESP;;42.28;-5.92;Carlos Alonso-Blanco;00/01/2007;CS76955;1001G;REF;0.98063818;
9552;IP-Lab-7;ESP;;40.87;-4.5;Carlos Alonso-Blanco;00/01/2007;CS76995;1001G;REF;0.983716739;
9553;IP-Ldd-0;ESP;;41.58;-4.71;Carlos Alonso-Blanco;00/01/2004;CS77012;1001G;REF;0.984106732;
9554;IP-Lso-0;ESP;;38.86;-3.16;Carlos Alonso-Blanco;12/31/2004 0:00;CS77055;1001G;REF;0.966412787;
9555;IP-Mar-1;ESP;;39.58;-3.93;Carlos Alonso-Blanco;12/31/2003 0:00;CS77068;1001G;REF;0.964757528;
9556;IP-Men-2;ESP;;39.66;-4.34;Xavier Picó;00/01/2004;CS77081;1001G;REF;0.986270679;
9557;IP-Moa-0;ESP;;42.46;0.7;Carlos Alonso-Blanco;00/01/2004;CS77102;1001G;REF;0.987558952;
9558;IP-Moc-11;ESP;;41.57;-5.64;Carlos Alonso-Blanco;00/01/2004;CS77103;1001G;REF;0.979865948;
9559;IP-Mon-5;ESP;;38.06;-4.38;Carlos Alonso-Blanco;00/01/2004;CS77107;1001G;REF;0.978170697;
9560;IP-Mot-0;ESP;;38.19;-6.24;Carlos Alonso-Blanco;00/01/2005;CS77109;1001G;REF;0.988112522;
9561;IP-Mun-0;ESP;;40.71;-5.04;Carlos Alonso-Blanco;00/01/2006;CS77114;1001G;REF;0.983715559;
9562;IP-Mur-0;ESP;;41.67;2;Xavier Picó;00/01/2003;CS77115;1001G;REF;0.978932368;
9564;IP-Nog-17;ESP;;40.45;-1.6;Xavier Picó;00/01/2004;CS77129;1001G;REF;0.984580438;
9565;IP-Orb-10;ESP;;42.97;-1.23;Carlos Alonso-Blanco;00/01/2004;CS77152;1001G;REF;0.972741914;
9567;IP-Pal-0;ESP;;42.34;1.3;Xavier Picó;00/01/2006;CS77159;1001G;REF;0.981217394;
9568;IP-Pan-0;ESP;;42.76;-0.23;Carlos Alonso-Blanco;00/01/2005;CS77160;1001G;REF;0.982315416;
9569;IP-Pds-1;ESP;;42.87;-6.45;Carlos Alonso-Blanco;00/01/2005;CS77166;1001G;REF;0.979589096;
957;Belmonte-4-94;ITA;Belmonte;421.167;124.833;Jon Ågren;01/01/2003 00:00;;RgMap;IMP;0.934596314;
9571;IP-Pro-0;ESP;;43.28;-6.01;Carlos Alonso-Blanco;00/01/2001;CS78914;1001G;REF;0.980014286;
9573;IP-Rds-0;ESP;;41.86;2.99;Xavier Picó;00/01/2005;CS77206;1001G;REF;0.977289564;
9574;IP-Rel-0;ESP;;38.6;-2.7;Carlos Alonso-Blanco;12/31/2004 0:00;CS77209;1001G;REF;0.964698925;
9576;IP-Rev-0;ESP;;40.86;-4.11;Carlos Alonso-Blanco;00/01/2007;CS77213;1001G;REF;0.985998918;
9577;IP-Ria-0;ESP;;42.34;2.17;Xavier Picó;00/01/2006;CS77216;1001G;REF;0.977743328;
9578;IP-Sac-0;ESP;;42.13;-6.7;Carlos Alonso-Blanco;00/01/2007;CS77229;1001G;REF;0.978729813;
9579;IP-San-10;ESP;;38.33;-3.51;Carlos Alonso-Blanco;00/01/2003;CS77232;1001G;REF;0.979925941;
9581;IP-Sdv-3;ESP;;42.84;-5.12;Carlos Alonso-Blanco;00/01/2004;CS77242;1001G;REF;0.977069465;
9582;IP-Ses-0;ESP;;41.48;-1.63;Carlos Alonso-Blanco;00/01/2005;CS77244;1001G;REF;0.982164427;
9583;IP-Sne-0;ESP;;37.09;-3.38;Carlos Alonso-Blanco;12/31/1999 0:00;CS77258;1001G;REF;0.95339159;
9584;IP-Stp-0;ESP;;41.19;-3.58;Carlos Alonso-Blanco;00/01/2003;CS77283;1001G;REF;0.985061969;
9585;IP-Svi-0;ESP;;43.4;-7.39;Carlos Alonso-Blanco;00/01/2004;CS77287;1001G;REF;0.974076914;
9586;IP-Tam-0;ESP;;41.03;-3.27;Carlos Alonso-Blanco;00/01/2004;CS77340;1001G;REF;0.987514906;
9587;IP-Tdc-0;ESP;;41.5;-1.88;Carlos Alonso-Blanco;00/01/2004;CS77344;1001G;REF;0.9802845;
9588;IP-Tol-7;ESP;;42.11;0.6;Xavier Picó;00/01/2005;CS77371;1001G;REF;0.983056546;
9589;IP-Tor-1;ESP;;41.6;-2.83;Carlos Alonso-Blanco;00/01/2003;CS77378;1001G;REF;0.982978258;
9590;IP-Trs-0;ESP;;43.37;-5.49;Carlos Alonso-Blanco;00/01/2004;CS77387;1001G;REF;0.981482041;
9591;IP-Vad-0;ESP;;42.86;-3.59;Carlos Alonso-Blanco;00/01/2004;CS78826;1001G;REF;0.972384409;
9592;IP-Vae-2;ESP;;42.1;-5.44;Carlos Alonso-Blanco;00/01/2004;CS78827;1001G;REF;0.989631278;
9593;IP-Vaz-0;ESP;;42.26;-2.99;Carlos Alonso-Blanco;00/01/2005;CS78836;1001G;REF;0.967231864;
9594;IP-Vdm-0;ESP;;42.04;1.01;Carlos Alonso-Blanco;00/01/2006;CS78837;1001G;REF;0.983752671;
9595;IP-Vdt-0;ESP;;40.89;-5.5;Carlos Alonso-Blanco;00/01/2004;CS78838;1001G;REF;0.979096331;
9596;IP-Ver-5;ESP;;41.95;-7.45;Carlos Alonso-Blanco;00/01/2005;CS78841;1001G;REF;0.969744685;
9597;IP-Vig-1;ESP;;42.31;-2.53;Carlos Alonso-Blanco;00/01/2003;CS78843;1001G;REF;0.980724854;
9598;IP-Vim-0;ESP;;41.88;-6.51;Carlos Alonso-Blanco;12/31/2005 0:00;CS78844;1001G;REF;0.953238868;
9599;IP-Vin-0;ESP;;42.8;-5.77;Carlos Alonso-Blanco;00/01/2005;CS78846;1001G;REF;0.978910958;
96;LAC-5;FRA;LAC;47.7;681.667;Valerie Le Corre;;;RgMap;IMP;0.944955929;
9600;IP-Vis-0;ESP;;39.85;-6.04;Carlos Alonso-Blanco;12/31/2005 0:00;CS78848;1001G;REF;0.953203712;
9601;IP-Voz-0;ESP;;41.85;-1.88;Carlos Alonso-Blanco;00/01/2004;CS78849;1001G;REF;0.979695002;
9602;IP-Vpa-1;ESP;;40.5;-3.96;Carlos Alonso-Blanco;00/01/2004;CS78850;1001G;REF;0.986986907;
9606;Aitba-1;MAR;;31.48;-7.45;0;12/30/1999 0:00;CS76649;1001G;REF;0.918212906;
9607;Panik-1;RUS;;53.05;52.15;0;12/30/1999;CS77161;1001G;REF;0.984550709;
9608;Karag-2;RUS;;51.37;59.44;0;12/30/1999;CS76961;1001G;REF;0.980192592;
9609;Adam-1;RUS;;51.41;59.98;0;12/30/1999;CS76645;1001G;REF;0.982998952;
9610;Lesno-4;RUS;;53.04;51.96;0;12/30/1999;CS77034;1001G;REF;0.990700169;
9611;Lesno-1;RUS;;53.04;51.9;0;12/30/1999;CS77032;1001G;REF;0.990404082;
9612;Lesno-2;RUS;;53.04;51.94;0;12/30/1999;CS77033;1001G;REF;0.983406998;
9613;Balan-1;RUS;;55.36;61.41;0;12/30/1999;CS76687;1001G;REF;0.968294557;
9615;Parti-1;RUS;;52.99;52.16;0;12/30/1999;CS77163;1001G;REF;0.984204687;
9616;Krazo-1;RUS;;53.06;51.96;0;12/30/1999;CS76984;1001G;REF;0.986927001;
9617;Karag-1;RUS;;51.37;59.44;0;12/30/1999;CS76960;1001G;REF;0.983940135;
9619;Basta-1;RUS;;51.84;79.48;0;12/30/1999;CS76691;1001G;REF;0.995568702;
9620;Basta-2;RUS;;51.82;79.48;0;12/30/1999;CS76692;1001G;REF;0.995782123;
9621;Basta-3;RUS;;51.84;79.46;0;12/30/1999;CS76693;1001G;REF;0.996103798;
9622;Bijisk-4;RUS;;52.52;85.27;0;12/30/1999;CS76707;1001G;REF;0.961579776;
9624;Chaba-2;RUS;;53.6;79.37;0;12/30/1999;CS76767;1001G;REF;0.980330254;
9625;Kolyv-2;RUS;;51.31;82.59;0;12/30/1999;CS76977;1001G;REF;0.990984631;
9626;Kolyv-3;RUS;;51.36;82.59;0;12/30/1999;CS76978;1001G;REF;0.991172326;
9627;Kolyv-5;RUS;;51.32;82.55;0;12/30/1999;CS76979;1001G;REF;0.993092254;
9628;Kolyv-6;RUS;;51.33;82.54;0;12/30/1999;CS76980;1001G;REF;0.990766501;
9629;K-oze-1;RUS;;51.35;82.18;0;12/30/1999;CS76957;1001G;REF;0.990361323;
9630;K-oze-3;RUS;;51.34;82.16;0;12/30/1999;CS76958;1001G;REF;0.990666793;
9631;Lebja-1;RUS;;51.65;80.79;0;12/30/1999;CS77015;1001G;REF;0.994193087;
9632;Lebja-2;RUS;;51.67;80.82;0;12/30/1999;CS77016;1001G;REF;0.994076652;
9633;Lebja-4;RUS;;51.63;80.83;0;12/30/1999;CS77017;1001G;REF;0.988478847;
9634;Masl-1;RUS;;54.13;81.31;0;12/30/1999;CS77073;1001G;REF;0.988575167;
9635;Nosov-1;RUS;;51.87;80.6;0;12/30/1999;CS77130;1001G;REF;0.995041204;
9636;Noveg-1;RUS;;51.75;80.82;0;12/30/1999;CS77131;1001G;REF;0.991852278;
9637;Noveg-2;RUS;;51.77;80.85;0;12/30/1999;CS77132;1001G;REF;0.99308953;
9638;Noveg-3;RUS;;51.73;80.86;0;12/30/1999;CS77133;1001G;REF;0.991979203;
9639;Panke-1;RUS;;53.82;80.31;0;12/30/1999;CS77162;1001G;REF;0.993458366;
9640;Rakit-1;RUS;;51.87;80.06;0;12/30/1999;CS77202;1001G;REF;0.994364977;
9641;Rakit-2;RUS;;51.9;80.06;0;12/30/1999;CS77203;1001G;REF;0.994029225;
9642;Rakit-3;RUS;;51.84;80.06;0;12/30/1999;CS77204;1001G;REF;0.992818237;
9643;Sever-1;RUS;;52.1;79.31;0;12/30/1999;CS77245;1001G;REF;0.996109723;
9644;Zupan-1;CRO;;45.07;18.72;0;12/30/1999;CS78882;1001G;REF;0.955453483;
9645;Gradi-1;CRO;;45.17;18.7;0;12/30/1999;CS76887;1001G;REF;0.954536464;
9646;Aiell-1;ITA;Aiello Calabria;39.126.899;16.170.188;;;CS76648;1001G;REF;0.954844579;
9647;Basen-1;ITA;;40.37;16.77;0;12/30/1999;CS76690;1001G;REF;0.946552261;
9648;Bisig-1;ITA;;39.48;16.28;0;12/30/1999;CS76712;1001G;REF;0.946615066;
9649;Bivio-1;ITA;;39.13;16.17;0;12/30/1999;CS76713;1001G;REF;0.955919701;
9651;Filet-1;ITA;;40.68;14.87;0;12/30/1999;CS76858;1001G;REF;0.952777394;
9653;Giffo-1;ITA;;38.44;16.13;0;12/30/1999;CS76878;1001G;REF;0.958839981;
9655;Marce-1;ITA;;38.92;16.47;0;12/30/1999;CS77071;1001G;REF;0.953850351;
9656;Marti-1;ITA;;40.64;17.31;0;12/30/1999;CS77072;1001G;REF;0.933233429;
9657;Melic-1;ITA;;38.45;16.04;0;12/30/1999;CS77078;1001G;REF;0.958292315;
9658;Nicas-1;ITA;;38.97;16.34;0;12/30/1999;CS77127;1001G;REF;0.955835724;
9659;Pigna-1;ITA;;41.18;14.18;0;12/30/1999;CS77177;1001G;REF;0.95505446;
9660;Sarno-1;ITA;;40.84;14.57;0;12/30/1999;CS77236;1001G;REF;0.957318651;
9661;Cimin-1;ITA;;39.58;16.21;0;12/30/1999;CS76771;1001G;REF;0.950398515;
9663;Teano-1;ITA;;41.33;14.09;0;12/30/1999;CS77357;1001G;REF;0.963233458;
9664;Mitterberg-1-179;ITA;Mittelberg;46.366;112.832;Joerg Wunder;4/29/2005 0:00;CS78907;1001G;REF;0.988672197;
9665;Mitterberg-1-180;ITA;Mittelberg;46.366;112.832;Joerg Wunder;4/29/2005 0:00;CS78908;1001G;REF;0.990640193;
9666;Mitterberg-1-182;ITA;Mittelberg;46.366;112.832;Joerg Wunder;4/29/2005 0:00;CS78909;1001G;REF;0.986217155;
9667;Mitterberg-1-183;ITA;Mittelberg;46.366;112.832;Joerg Wunder;4/29/2005 0:00;CS78910;1001G;REF;0.990824137;
9668;Mitterberg-2-184;ITA;Mittelberg;463.668;112.837;Joerg Wunder;4/29/2005 0:00;CS77085;1001G;REF;0.962796609;
9669;Mitterberg-2-185;ITA;Mittelberg;463.668;112.837;Joerg Wunder;4/29/2005 0:00;CS77086;1001G;REF;0.987316227;
9670;Mitterberg-2-186;ITA;Mittelberg;463.668;112.837;Joerg Wunder;4/29/2005 0:00;CS77087;1001G;REF;0.988700426;
9671;Mitterberg-3-187;ITA;Mittelberg;463.668;112.837;Joerg Wunder;4/29/2005 0:00;CS77088;1001G;REF;0.991034659;
9672;Mitterberg-3-188;ITA;Mittelberg;463.668;112.837;Joerg Wunder;4/29/2005 0:00;CS77089;1001G;REF;0.987103365;
9673;Mitterberg-3-189;ITA;Mittelberg;463.668;112.837;Joerg Wunder;4/29/2005 0:00;CS77090;1001G;REF;0.990515687;
9676;Mitterberg-4-192;ITA;Mittelberg;463.718;112.866;Joerg Wunder;4/29/2005 0:00;CS77093;1001G;REF;0.990054483;
9677;Mitterberg-4-193;ITA;Mittelberg;463.718;112.866;Joerg Wunder;4/29/2005 0:00;CS77094;1001G;REF;0.982358941;
9678;Mitterberg-4-194;ITA;Mittelberg;463.718;112.866;Joerg Wunder;4/29/2005 0:00;CS77095;1001G;REF;0.987580416;
9679;Castelfed-1-195;ITA;Castel Feder;463.378;112.928;Joerg Wunder;4/19/2005 0:00;CS76744;1001G;REF;0.995660285;
9680;Castelfed-1-196;ITA;Castel Feder;463.378;112.928;Joerg Wunder;4/19/2005 0:00;CS76745;1001G;REF;0.995480397;
9681;Castelfed-1-197;ITA;Caste Feder;463.378;112.928;Joerg Wunder;4/19/2005 0:00;CS76746;1001G;REF;0.995582;
9682;Castelfed-1-198;ITA;Caste Feder;463.378;112.928;Joerg Wunder;4/19/2005 0:00;CS76747;1001G;REF;0.995974111;
9683;Castelfed-1-199;ITA;Caste Feder;463.378;112.928;Joerg Wunder;4/19/2005 0:00;CS76748;1001G;REF;0.996219263;
9684;Castelfed-2-200;ITA;Castel Feder;463.378;112.928;Joerg Wunder;4/19/2005 0:00;CS76749;1001G;REF;0.993423994;
9685;Castelfed-2-201;ITA;Castel Feder;463.378;112.928;Joerg Wunder;4/19/2005 0:00;CS76750;1001G;REF;0.993239961;
9686;Castelfed-2-202;ITA;Castel Feder;463.378;112.928;Joerg Wunder;4/19/2005 0:00;CS76751;1001G;REF;0.982276608;
9687;Castelfed-2-203;ITA;Castel Feder;463.378;112.928;Joerg Wunder;4/19/2005 0:00;CS76752;1001G;REF;0.993504729;
9689;Castelfed-3-205;ITA;Castel Feder;463.378;112.928;Joerg Wunder;4/19/2005 0:00;CS76754;1001G;REF;0.994760967;
